Reading,Receive,Value,Unit,Data Quality
2025-05-28 18:15:00,2025-05-28 18:37:14,3.06,ft,A
2025-05-28 18:00:00,2025-05-28 18:37:14,3.08,ft,A
2025-05-28 17:45:00,2025-05-28 18:37:14,3.08,ft,A
2025-05-28 17:30:00,2025-05-28 18:37:14,3.09,ft,A
2025-05-28 17:15:00,2025-05-28 17:37:11,3.07,ft,A
2025-05-28 17:00:00,2025-05-28 17:37:11,3.07,ft,A
2025-05-28 16:45:00,2025-05-28 17:37:11,3.04,ft,A
2025-05-28 16:30:00,2025-05-28 17:37:11,3.04,ft,A
2025-05-28 16:15:00,2025-05-28 16:37:10,3.01,ft,A
2025-05-28 16:00:00,2025-05-28 16:37:10,3.03,ft,A
2025-05-28 15:45:00,2025-05-28 16:37:10,3.00,ft,A
2025-05-28 15:30:00,2025-05-28 16:37:10,2.98,ft,A
2025-05-28 15:15:00,2025-05-28 15:37:11,2.97,ft,A
2025-05-28 15:00:00,2025-05-28 15:37:11,2.97,ft,A
2025-05-28 14:45:00,2025-05-28 15:37:11,2.97,ft,A
2025-05-28 14:30:00,2025-05-28 15:37:11,2.98,ft,A
2025-05-28 14:15:00,2025-05-28 14:37:12,2.95,ft,A
2025-05-28 14:00:00,2025-05-28 14:37:12,2.95,ft,A
2025-05-28 13:45:00,2025-05-28 14:37:12,2.94,ft,A
2025-05-28 13:30:00,2025-05-28 14:37:12,2.86,ft,A
2025-05-28 13:15:00,2025-05-28 13:37:13,2.83,ft,A
2025-05-28 13:00:00,2025-05-28 13:37:13,2.82,ft,A
2025-05-28 12:45:00,2025-05-28 13:37:13,2.81,ft,A
2025-05-28 12:30:00,2025-05-28 13:37:13,2.80,ft,A
2025-05-28 12:15:00,2025-05-28 12:37:10,2.79,ft,A
2025-05-28 12:00:00,2025-05-28 12:37:10,2.78,ft,A
2025-05-28 11:45:00,2025-05-28 12:37:10,2.76,ft,A
2025-05-28 11:30:00,2025-05-28 12:37:10,2.75,ft,A
2025-05-28 11:15:00,2025-05-28 11:37:14,2.74,ft,A
2025-05-28 11:00:00,2025-05-28 11:37:14,2.72,ft,A
2025-05-28 10:45:00,2025-05-28 11:37:14,2.70,ft,A
2025-05-28 10:30:00,2025-05-28 11:37:14,2.69,ft,A
2025-05-28 10:15:00,2025-05-28 10:37:14,2.66,ft,A
2025-05-28 10:00:00,2025-05-28 10:37:14,2.65,ft,A
2025-05-28 09:45:00,2025-05-28 10:37:14,2.61,ft,A
2025-05-28 09:30:00,2025-05-28 10:37:14,2.59,ft,A
2025-05-28 09:15:00,2025-05-28 09:37:12,2.56,ft,A
2025-05-28 09:00:00,2025-05-28 09:37:12,2.51,ft,A
2025-05-28 08:45:00,2025-05-28 09:37:12,2.47,ft,A
2025-05-28 08:30:00,2025-05-28 09:37:12,2.43,ft,A
2025-05-28 08:15:00,2025-05-28 08:37:12,2.35,ft,A
2025-05-28 08:00:00,2025-05-28 08:37:12,2.31,ft,A
2025-05-28 07:45:00,2025-05-28 08:37:12,2.26,ft,A
2025-05-28 07:30:00,2025-05-28 08:37:12,2.19,ft,A
2025-05-28 07:15:00,2025-05-28 07:37:11,2.14,ft,A
2025-05-28 07:00:00,2025-05-28 07:37:11,2.08,ft,A
2025-05-28 06:45:00,2025-05-28 07:37:10,2.03,ft,A
2025-05-28 06:30:00,2025-05-28 07:37:10,1.98,ft,A
2025-05-28 06:15:00,2025-05-28 06:37:12,1.93,ft,A
2025-05-28 06:00:00,2025-05-28 06:37:12,1.92,ft,A
2025-05-28 05:45:00,2025-05-28 06:37:12,1.91,ft,A
2025-05-28 05:30:00,2025-05-28 06:37:12,1.90,ft,A
2025-05-28 05:15:00,2025-05-28 05:37:12,1.91,ft,A
2025-05-28 05:00:00,2025-05-28 05:37:12,1.93,ft,A
2025-05-28 04:45:00,2025-05-28 05:37:12,1.92,ft,A
2025-05-28 04:30:00,2025-05-28 05:37:12,1.94,ft,A
2025-05-28 04:15:00,2025-05-28 04:37:11,1.96,ft,A
2025-05-28 04:00:00,2025-05-28 04:37:11,1.97,ft,A
2025-05-28 03:45:00,2025-05-28 04:37:11,1.99,ft,A
2025-05-28 03:30:00,2025-05-28 04:37:11,2.02,ft,A
2025-05-28 03:15:00,2025-05-28 03:37:12,2.04,ft,A
2025-05-28 03:00:00,2025-05-28 03:37:12,2.06,ft,A
2025-05-28 02:45:00,2025-05-28 03:37:12,2.09,ft,A
2025-05-28 02:30:00,2025-05-28 03:37:12,2.12,ft,A
2025-05-28 02:15:00,2025-05-28 02:37:11,2.15,ft,A
2025-05-28 02:00:00,2025-05-28 02:37:11,2.17,ft,A
2025-05-28 01:45:00,2025-05-28 02:37:11,2.21,ft,A
2025-05-28 01:30:00,2025-05-28 02:37:11,2.25,ft,A
2025-05-28 01:15:00,2025-05-28 01:37:11,2.29,ft,A
2025-05-28 01:00:00,2025-05-28 01:37:11,2.33,ft,A
2025-05-28 00:45:00,2025-05-28 01:37:11,2.36,ft,A
2025-05-28 00:30:00,2025-05-28 01:37:11,2.40,ft,A
2025-05-28 00:15:00,2025-05-28 00:37:12,2.44,ft,A
2025-05-28 00:00:00,2025-05-28 00:37:12,2.47,ft,A
2025-05-27 23:45:00,2025-05-28 00:37:12,2.51,ft,A
2025-05-27 23:30:00,2025-05-28 00:37:12,2.54,ft,A
2025-05-27 23:15:00,2025-05-27 23:37:12,2.58,ft,A
2025-05-27 23:00:00,2025-05-27 23:37:12,2.61,ft,A
2025-05-27 22:45:00,2025-05-27 23:37:12,2.65,ft,A
2025-05-27 22:30:00,2025-05-27 23:37:12,2.69,ft,A
2025-05-27 22:15:00,2025-05-27 22:37:11,2.73,ft,A
2025-05-27 22:00:00,2025-05-27 22:37:11,2.76,ft,A
2025-05-27 21:45:00,2025-05-27 22:37:11,2.80,ft,A
2025-05-27 21:30:00,2025-05-27 22:37:11,2.83,ft,A
2025-05-27 21:15:00,2025-05-27 21:37:12,2.87,ft,A
2025-05-27 21:00:00,2025-05-27 21:37:12,2.91,ft,A
2025-05-27 20:45:00,2025-05-27 21:37:12,2.93,ft,A
2025-05-27 20:30:00,2025-05-27 21:37:12,2.95,ft,A
2025-05-27 20:15:00,2025-05-27 20:37:09,2.98,ft,A
2025-05-27 20:00:00,2025-05-27 20:37:09,3.00,ft,A
2025-05-27 19:45:00,2025-05-27 20:37:09,3.00,ft,A
2025-05-27 19:30:00,2025-05-27 20:37:09,3.01,ft,A
2025-05-27 19:15:00,2025-05-27 19:37:14,3.00,ft,A
2025-05-27 19:00:00,2025-05-27 19:37:14,3.03,ft,A
2025-05-27 18:45:00,2025-05-27 19:37:14,2.98,ft,A
2025-05-27 18:30:00,2025-05-27 19:37:14,2.99,ft,A
2025-05-27 18:15:00,2025-05-27 18:37:13,2.98,ft,A
2025-05-27 18:00:00,2025-05-27 18:37:13,2.95,ft,A
2025-05-27 17:45:00,2025-05-27 18:37:13,2.92,ft,A
2025-05-27 17:30:00,2025-05-27 18:37:13,2.91,ft,A
2025-05-27 17:15:00,2025-05-27 17:37:10,2.87,ft,A
2025-05-27 17:00:00,2025-05-27 17:37:10,2.84,ft,A
2025-05-27 16:45:00,2025-05-27 17:37:10,2.80,ft,A
2025-05-27 16:30:00,2025-05-27 17:37:10,2.74,ft,A
2025-05-27 16:15:00,2025-05-27 16:37:13,2.75,ft,A
2025-05-27 16:00:00,2025-05-27 16:37:13,2.71,ft,A
2025-05-27 15:45:00,2025-05-27 16:37:13,2.69,ft,A
2025-05-27 15:30:00,2025-05-27 16:37:13,2.67,ft,A
2025-05-27 15:15:00,2025-05-27 15:37:12,2.66,ft,A
2025-05-27 15:00:00,2025-05-27 15:37:12,2.67,ft,A
2025-05-27 14:45:00,2025-05-27 15:37:12,2.66,ft,A
2025-05-27 14:30:00,2025-05-27 15:37:12,2.66,ft,A
2025-05-27 14:15:00,2025-05-27 14:37:15,2.67,ft,A
2025-05-27 14:00:00,2025-05-27 14:37:15,2.68,ft,A
2025-05-27 13:45:00,2025-05-27 14:37:15,2.69,ft,A
2025-05-27 13:30:00,2025-05-27 14:37:15,2.72,ft,A
2025-05-27 13:15:00,2025-05-27 13:37:15,2.75,ft,A
2025-05-27 13:00:00,2025-05-27 13:37:15,2.77,ft,A
2025-05-27 12:45:00,2025-05-27 13:37:15,2.79,ft,A
2025-05-27 12:30:00,2025-05-27 13:37:15,2.81,ft,A
2025-05-27 12:15:00,2025-05-27 12:37:10,2.83,ft,A
2025-05-27 12:00:00,2025-05-27 12:37:10,2.80,ft,A
2025-05-27 11:45:00,2025-05-27 12:37:10,2.83,ft,A
2025-05-27 11:30:00,2025-05-27 12:37:10,2.83,ft,A
2025-05-27 11:15:00,2025-05-27 11:37:14,2.84,ft,A
2025-05-27 11:00:00,2025-05-27 11:37:14,2.84,ft,A
2025-05-27 10:45:00,2025-05-27 11:37:14,2.83,ft,A
2025-05-27 10:30:00,2025-05-27 11:37:14,2.81,ft,A
2025-05-27 10:15:00,2025-05-27 10:37:13,2.78,ft,A
2025-05-27 10:00:00,2025-05-27 10:37:13,2.79,ft,A
2025-05-27 09:45:00,2025-05-27 10:37:13,2.75,ft,A
2025-05-27 09:30:00,2025-05-27 10:37:13,2.71,ft,A
2025-05-27 09:15:00,2025-05-27 09:37:13,2.72,ft,A
2025-05-27 09:00:00,2025-05-27 09:37:13,2.72,ft,A
2025-05-27 08:45:00,2025-05-27 09:37:13,2.67,ft,A
2025-05-27 08:30:00,2025-05-27 09:37:13,2.61,ft,A
2025-05-27 08:15:00,2025-05-27 08:37:13,2.60,ft,A
2025-05-27 08:00:00,2025-05-27 08:37:13,2.59,ft,A
2025-05-27 07:45:00,2025-05-27 08:37:13,2.56,ft,A
2025-05-27 07:30:00,2025-05-27 08:37:13,2.55,ft,A
2025-05-27 07:15:00,2025-05-27 07:37:11,2.48,ft,A
2025-05-27 07:00:00,2025-05-27 07:37:11,2.44,ft,A
2025-05-27 06:45:00,2025-05-27 07:37:11,2.38,ft,A
2025-05-27 06:30:00,2025-05-27 07:37:11,2.34,ft,A
2025-05-27 06:15:00,2025-05-27 06:37:12,2.27,ft,A
2025-05-27 06:00:00,2025-05-27 06:37:12,2.21,ft,A
2025-05-27 05:45:00,2025-05-27 06:37:12,2.15,ft,A
2025-05-27 05:30:00,2025-05-27 06:37:12,2.12,ft,A
2025-05-27 05:15:00,2025-05-27 05:37:11,2.11,ft,A
2025-05-27 05:00:00,2025-05-27 05:37:11,2.08,ft,A
2025-05-27 04:45:00,2025-05-27 05:37:11,2.02,ft,A
2025-05-27 04:30:00,2025-05-27 05:37:11,2.01,ft,A
2025-05-27 04:15:00,2025-05-27 04:37:11,2.04,ft,A
2025-05-27 04:00:00,2025-05-27 04:37:11,2.07,ft,A
2025-05-27 03:45:00,2025-05-27 04:37:11,2.05,ft,A
2025-05-27 03:30:00,2025-05-27 04:37:11,2.04,ft,A
2025-05-27 03:15:00,2025-05-27 03:37:13,2.05,ft,A
2025-05-27 03:00:00,2025-05-27 03:37:13,2.07,ft,A
2025-05-27 02:45:00,2025-05-27 03:37:13,2.05,ft,A
2025-05-27 02:30:00,2025-05-27 03:37:13,2.07,ft,A
2025-05-27 02:15:00,2025-05-27 02:37:14,2.08,ft,A
2025-05-27 02:00:00,2025-05-27 02:37:14,2.03,ft,A
2025-05-27 01:45:00,2025-05-27 02:37:14,2.00,ft,A
2025-05-27 01:30:00,2025-05-27 02:37:14,2.08,ft,A
2025-05-27 01:15:00,2025-05-27 01:37:12,2.11,ft,A
2025-05-27 01:00:00,2025-05-27 01:37:12,2.14,ft,A
2025-05-27 00:45:00,2025-05-27 01:37:12,2.16,ft,A
2025-05-27 00:30:00,2025-05-27 01:37:12,2.19,ft,A
2025-05-27 00:15:00,2025-05-27 00:37:13,2.21,ft,A
2025-05-27 00:00:00,2025-05-27 00:37:13,2.26,ft,A
2025-05-26 23:45:00,2025-05-27 00:37:13,2.30,ft,A
2025-05-26 23:30:00,2025-05-27 00:37:13,2.33,ft,A
2025-05-26 23:15:00,2025-05-26 23:37:12,2.36,ft,A
2025-05-26 23:00:00,2025-05-26 23:37:12,2.40,ft,A
2025-05-26 22:45:00,2025-05-26 23:37:12,2.43,ft,A
2025-05-26 22:30:00,2025-05-26 23:37:12,2.45,ft,A
2025-05-26 22:15:00,2025-05-26 22:37:14,2.48,ft,A
2025-05-26 22:00:00,2025-05-26 22:37:14,2.52,ft,A
2025-05-26 21:45:00,2025-05-26 22:37:14,2.57,ft,A
2025-05-26 21:30:00,2025-05-26 22:37:14,2.60,ft,A
2025-05-26 21:15:00,2025-05-26 21:37:13,2.63,ft,A
2025-05-26 21:00:00,2025-05-26 21:37:13,2.66,ft,A
2025-05-26 20:45:00,2025-05-26 21:37:13,2.69,ft,A
2025-05-26 20:30:00,2025-05-26 21:37:13,2.72,ft,A
2025-05-26 20:15:00,2025-05-26 20:37:14,2.75,ft,A
2025-05-26 20:00:00,2025-05-26 20:37:14,2.77,ft,A
2025-05-26 19:45:00,2025-05-26 20:37:14,2.80,ft,A
2025-05-26 19:30:00,2025-05-26 20:37:14,2.80,ft,A
2025-05-26 19:15:00,2025-05-26 19:37:15,2.82,ft,A
2025-05-26 19:00:00,2025-05-26 19:37:15,2.85,ft,A
2025-05-26 18:45:00,2025-05-26 19:37:15,2.85,ft,A
2025-05-26 18:30:00,2025-05-26 19:37:15,2.87,ft,A
2025-05-26 18:15:00,2025-05-26 18:37:12,2.88,ft,A
2025-05-26 18:00:00,2025-05-26 18:37:12,2.89,ft,A
2025-05-26 17:45:00,2025-05-26 18:37:12,2.87,ft,A
2025-05-26 17:30:00,2025-05-26 18:37:12,2.90,ft,A
2025-05-26 17:15:00,2025-05-26 17:37:11,2.90,ft,A
2025-05-26 17:00:00,2025-05-26 17:37:11,2.90,ft,A
2025-05-26 16:45:00,2025-05-26 17:37:11,2.93,ft,A
2025-05-26 16:30:00,2025-05-26 17:37:11,2.91,ft,A
2025-05-26 16:15:00,2025-05-26 16:37:14,2.90,ft,A
2025-05-26 16:00:00,2025-05-26 16:37:14,2.92,ft,A
2025-05-26 15:45:00,2025-05-26 16:37:14,2.92,ft,A
2025-05-26 15:30:00,2025-05-26 16:37:14,2.94,ft,A
2025-05-26 15:15:00,2025-05-26 15:37:13,2.94,ft,A
2025-05-26 15:00:00,2025-05-26 15:37:13,2.98,ft,A
2025-05-26 14:45:00,2025-05-26 15:37:13,3.01,ft,A
2025-05-26 14:30:00,2025-05-26 15:37:13,3.02,ft,A
2025-05-26 14:15:00,2025-05-26 14:37:14,3.04,ft,A
2025-05-26 14:00:00,2025-05-26 14:37:14,3.06,ft,A
2025-05-26 13:45:00,2025-05-26 14:37:14,3.06,ft,A
2025-05-26 13:30:00,2025-05-26 14:37:14,3.06,ft,A
2025-05-26 13:15:00,2025-05-26 13:37:14,3.09,ft,A
2025-05-26 13:00:00,2025-05-26 13:37:14,3.07,ft,A
2025-05-26 12:45:00,2025-05-26 13:37:14,3.07,ft,A
2025-05-26 12:30:00,2025-05-26 13:37:14,3.08,ft,A
2025-05-26 12:15:00,2025-05-26 12:37:12,3.07,ft,A
2025-05-26 12:00:00,2025-05-26 12:37:12,3.02,ft,A
2025-05-26 11:45:00,2025-05-26 12:37:12,3.01,ft,A
2025-05-26 11:30:00,2025-05-26 12:37:12,3.06,ft,A
2025-05-26 11:15:00,2025-05-26 11:37:16,3.05,ft,A
2025-05-26 11:00:00,2025-05-26 11:37:16,3.01,ft,A
2025-05-26 10:45:00,2025-05-26 11:37:16,3.02,ft,A
2025-05-26 10:30:00,2025-05-26 11:37:15,3.02,ft,A
2025-05-26 10:15:00,2025-05-26 10:37:13,2.99,ft,A
2025-05-26 10:00:00,2025-05-26 10:37:13,2.96,ft,A
2025-05-26 09:45:00,2025-05-26 10:37:13,2.96,ft,A
2025-05-26 09:30:00,2025-05-26 10:37:13,2.94,ft,A
2025-05-26 09:15:00,2025-05-26 09:37:13,2.93,ft,A
2025-05-26 09:00:00,2025-05-26 09:37:13,2.92,ft,A
2025-05-26 08:45:00,2025-05-26 09:37:13,2.88,ft,A
2025-05-26 08:30:00,2025-05-26 09:37:13,2.88,ft,A
2025-05-26 08:15:00,2025-05-26 08:37:15,2.85,ft,A
2025-05-26 08:00:00,2025-05-26 08:37:15,2.83,ft,A
2025-05-26 07:45:00,2025-05-26 08:37:14,2.84,ft,A
2025-05-26 07:30:00,2025-05-26 08:37:14,2.80,ft,A
2025-05-26 07:15:00,2025-05-26 07:37:14,2.75,ft,A
2025-05-26 07:00:00,2025-05-26 07:37:14,2.71,ft,A
2025-05-26 06:45:00,2025-05-26 07:37:14,2.66,ft,A
2025-05-26 06:30:00,2025-05-26 07:37:14,2.62,ft,A
2025-05-26 06:15:00,2025-05-26 06:37:15,2.57,ft,A
2025-05-26 06:00:00,2025-05-26 06:37:15,2.53,ft,A
2025-05-26 05:45:00,2025-05-26 06:37:15,2.45,ft,A
2025-05-26 05:30:00,2025-05-26 06:37:15,2.38,ft,A
2025-05-26 05:15:00,2025-05-26 05:37:14,2.35,ft,A
2025-05-26 05:00:00,2025-05-26 05:37:14,2.26,ft,A
2025-05-26 04:45:00,2025-05-26 05:37:14,2.22,ft,A
2025-05-26 04:30:00,2025-05-26 05:37:14,2.14,ft,A
2025-05-26 04:15:00,2025-05-26 04:37:16,2.12,ft,A
2025-05-26 04:00:00,2025-05-26 04:37:16,2.09,ft,A
2025-05-26 03:45:00,2025-05-26 04:37:16,2.06,ft,A
2025-05-26 03:30:00,2025-05-26 04:37:16,2.05,ft,A
2025-05-26 03:15:00,2025-05-26 03:37:12,2.04,ft,A
2025-05-26 03:00:00,2025-05-26 03:37:12,2.02,ft,A
2025-05-26 02:45:00,2025-05-26 03:37:12,2.04,ft,A
2025-05-26 02:30:00,2025-05-26 03:37:12,2.07,ft,A
2025-05-26 02:15:00,2025-05-26 02:37:16,2.08,ft,A
2025-05-26 02:00:00,2025-05-26 02:37:16,2.10,ft,A
2025-05-26 01:45:00,2025-05-26 02:37:16,2.16,ft,A
2025-05-26 01:30:00,2025-05-26 02:37:16,2.18,ft,A
2025-05-26 01:15:00,2025-05-26 01:37:13,2.20,ft,A
2025-05-26 01:00:00,2025-05-26 01:37:13,2.26,ft,A
2025-05-26 00:45:00,2025-05-26 01:37:13,2.30,ft,A
2025-05-26 00:30:00,2025-05-26 01:37:13,2.28,ft,A
2025-05-26 00:15:00,2025-05-26 00:37:14,2.35,ft,A
2025-05-26 00:00:00,2025-05-26 00:37:14,2.36,ft,A
2025-05-25 23:45:00,2025-05-26 00:37:14,2.38,ft,A
2025-05-25 23:30:00,2025-05-26 00:37:14,2.41,ft,A
2025-05-25 23:15:00,2025-05-25 23:37:15,2.44,ft,A
2025-05-25 23:00:00,2025-05-25 23:37:15,2.46,ft,A
2025-05-25 22:45:00,2025-05-25 23:37:15,2.50,ft,A
2025-05-25 22:30:00,2025-05-25 23:37:15,2.53,ft,A
2025-05-25 22:15:00,2025-05-25 22:37:15,2.56,ft,A
2025-05-25 22:00:00,2025-05-25 22:37:15,2.58,ft,A
2025-05-25 21:45:00,2025-05-25 22:37:15,2.61,ft,A
2025-05-25 21:30:00,2025-05-25 22:37:15,2.64,ft,A
2025-05-25 21:15:00,2025-05-25 21:37:16,2.66,ft,A
2025-05-25 21:00:00,2025-05-25 21:37:16,2.67,ft,A
2025-05-25 20:45:00,2025-05-25 21:37:16,2.70,ft,A
2025-05-25 20:30:00,2025-05-25 21:37:16,2.72,ft,A
2025-05-25 20:15:00,2025-05-25 20:37:15,2.79,ft,A
2025-05-25 20:00:00,2025-05-25 20:37:15,2.77,ft,A
2025-05-25 19:45:00,2025-05-25 20:37:15,2.78,ft,A
2025-05-25 19:30:00,2025-05-25 20:37:15,2.79,ft,A
2025-05-25 19:15:00,2025-05-25 19:37:11,2.79,ft,A
2025-05-25 19:00:00,2025-05-25 19:37:11,2.80,ft,A
2025-05-25 18:45:00,2025-05-25 19:37:11,2.79,ft,A
2025-05-25 18:30:00,2025-05-25 19:37:11,2.79,ft,A
2025-05-25 18:15:00,2025-05-25 18:37:15,2.80,ft,A
2025-05-25 18:00:00,2025-05-25 18:37:15,2.80,ft,A
2025-05-25 17:45:00,2025-05-25 18:37:15,2.78,ft,A
2025-05-25 17:30:00,2025-05-25 18:37:15,2.79,ft,A
2025-05-25 17:15:00,2025-05-25 17:37:13,2.78,ft,A
2025-05-25 17:00:00,2025-05-25 17:37:13,2.77,ft,A
2025-05-25 16:45:00,2025-05-25 17:37:13,2.79,ft,A
2025-05-25 16:30:00,2025-05-25 17:37:13,2.81,ft,A
2025-05-25 16:15:00,2025-05-25 16:37:15,2.77,ft,A
2025-05-25 16:00:00,2025-05-25 16:37:15,2.78,ft,A
2025-05-25 15:45:00,2025-05-25 16:37:15,2.79,ft,A
2025-05-25 15:30:00,2025-05-25 16:37:15,2.79,ft,A
2025-05-25 15:15:00,2025-05-25 15:37:12,2.79,ft,A
2025-05-25 15:00:00,2025-05-25 15:37:12,2.81,ft,A
2025-05-25 14:45:00,2025-05-25 15:37:12,2.80,ft,A
2025-05-25 14:30:00,2025-05-25 15:37:12,2.81,ft,A
2025-05-25 14:15:00,2025-05-25 14:37:13,2.83,ft,A
2025-05-25 14:00:00,2025-05-25 14:37:13,2.87,ft,A
2025-05-25 13:45:00,2025-05-25 14:37:13,2.84,ft,A
2025-05-25 13:30:00,2025-05-25 14:37:13,2.85,ft,A
2025-05-25 13:15:00,2025-05-25 13:37:13,2.85,ft,A
2025-05-25 13:00:00,2025-05-25 13:37:13,2.87,ft,A
2025-05-25 12:45:00,2025-05-25 13:37:13,2.89,ft,A
2025-05-25 12:30:00,2025-05-25 13:37:13,2.92,ft,A
2025-05-25 12:15:00,2025-05-25 12:37:12,2.93,ft,A
2025-05-25 12:00:00,2025-05-25 12:37:12,2.92,ft,A
2025-05-25 11:45:00,2025-05-25 12:37:12,2.92,ft,A
2025-05-25 11:30:00,2025-05-25 12:37:12,2.92,ft,A
2025-05-25 11:15:00,2025-05-25 11:37:13,2.96,ft,A
2025-05-25 11:00:00,2025-05-25 11:37:13,2.96,ft,A
2025-05-25 10:45:00,2025-05-25 11:37:13,2.94,ft,A
2025-05-25 10:30:00,2025-05-25 11:37:13,2.95,ft,A
2025-05-25 10:15:00,2025-05-25 10:37:13,2.97,ft,A
2025-05-25 10:00:00,2025-05-25 10:37:13,2.96,ft,A
2025-05-25 09:45:00,2025-05-25 10:37:13,2.95,ft,A
2025-05-25 09:30:00,2025-05-25 10:37:13,2.94,ft,A
2025-05-25 09:15:00,2025-05-25 09:37:12,2.92,ft,A
2025-05-25 09:00:00,2025-05-25 09:37:12,2.93,ft,A
2025-05-25 08:45:00,2025-05-25 09:37:12,2.94,ft,A
2025-05-25 08:30:00,2025-05-25 09:37:12,2.93,ft,A
2025-05-25 08:15:00,2025-05-25 08:37:13,2.89,ft,A
2025-05-25 08:00:00,2025-05-25 08:37:13,2.87,ft,A
2025-05-25 07:45:00,2025-05-25 08:37:13,2.85,ft,A
2025-05-25 07:30:00,2025-05-25 08:37:13,2.85,ft,A
2025-05-25 07:15:00,2025-05-25 07:37:11,2.83,ft,A
2025-05-25 07:00:00,2025-05-25 07:37:11,2.81,ft,A
2025-05-25 06:45:00,2025-05-25 07:37:11,2.78,ft,A
2025-05-25 06:30:00,2025-05-25 07:37:11,2.73,ft,A
2025-05-25 06:15:00,2025-05-25 06:37:14,2.68,ft,A
2025-05-25 06:00:00,2025-05-25 06:37:14,2.64,ft,A
2025-05-25 05:45:00,2025-05-25 06:37:14,2.61,ft,A
2025-05-25 05:30:00,2025-05-25 06:37:14,2.52,ft,A
2025-05-25 05:15:00,2025-05-25 05:37:13,2.52,ft,A
2025-05-25 05:00:00,2025-05-25 05:37:13,2.47,ft,A
2025-05-25 04:45:00,2025-05-25 05:37:13,2.39,ft,A
2025-05-25 04:30:00,2025-05-25 05:37:13,2.35,ft,A
2025-05-25 04:15:00,2025-05-25 04:37:15,2.29,ft,A
2025-05-25 04:00:00,2025-05-25 04:37:15,2.28,ft,A
2025-05-25 03:45:00,2025-05-25 04:37:15,2.24,ft,A
2025-05-25 03:30:00,2025-05-25 04:37:15,2.21,ft,A
2025-05-25 03:15:00,2025-05-25 03:37:14,2.17,ft,A
2025-05-25 03:00:00,2025-05-25 03:37:14,2.16,ft,A
2025-05-25 02:45:00,2025-05-25 03:37:14,2.15,ft,A
2025-05-25 02:30:00,2025-05-25 03:37:14,2.15,ft,A
2025-05-25 02:15:00,2025-05-25 02:52:13,2.14,ft,A
2025-05-25 02:00:00,2025-05-25 02:52:13,2.13,ft,A
2025-05-25 01:45:00,2025-05-25 02:52:13,2.16,ft,A
2025-05-25 01:30:00,2025-05-25 02:52:13,2.15,ft,A
2025-05-25 01:15:00,2025-05-25 01:37:14,2.17,ft,A
2025-05-25 01:00:00,2025-05-25 01:37:14,2.17,ft,A
2025-05-25 00:45:00,2025-05-25 01:37:14,2.17,ft,A
2025-05-25 00:30:00,2025-05-25 01:37:14,2.20,ft,A
2025-05-25 00:15:00,2025-05-25 00:37:14,2.23,ft,A
2025-05-25 00:00:00,2025-05-25 00:37:14,2.23,ft,A
2025-05-24 23:45:00,2025-05-25 00:37:14,2.26,ft,A
2025-05-24 23:30:00,2025-05-25 00:37:14,2.33,ft,A
2025-05-24 23:15:00,2025-05-24 23:37:13,2.33,ft,A
2025-05-24 23:00:00,2025-05-24 23:37:13,2.36,ft,A
2025-05-24 22:45:00,2025-05-24 23:37:13,2.39,ft,A
2025-05-24 22:30:00,2025-05-24 23:37:13,2.40,ft,A
2025-05-24 22:15:00,2025-05-24 22:37:13,2.44,ft,A
2025-05-24 22:00:00,2025-05-24 22:37:13,2.46,ft,A
2025-05-24 21:45:00,2025-05-24 22:37:13,2.49,ft,A
2025-05-24 21:30:00,2025-05-24 22:37:13,2.50,ft,A
2025-05-24 21:15:00,2025-05-24 21:37:15,2.56,ft,A
2025-05-24 21:00:00,2025-05-24 21:37:15,2.60,ft,A
2025-05-24 20:45:00,2025-05-24 21:37:15,2.60,ft,A
2025-05-24 20:30:00,2025-05-24 21:37:14,2.63,ft,A
2025-05-24 20:15:00,2025-05-24 20:37:13,2.65,ft,A
2025-05-24 20:00:00,2025-05-24 20:37:13,2.67,ft,A
2025-05-24 19:45:00,2025-05-24 20:37:13,2.71,ft,A
2025-05-24 19:30:00,2025-05-24 20:37:13,2.70,ft,A
2025-05-24 19:15:00,2025-05-24 19:37:16,2.73,ft,A
2025-05-24 19:00:00,2025-05-24 19:37:16,2.73,ft,A
2025-05-24 18:45:00,2025-05-24 19:37:15,2.74,ft,A
2025-05-24 18:30:00,2025-05-24 19:37:15,2.75,ft,A
2025-05-24 18:15:00,2025-05-24 18:37:14,2.75,ft,A
2025-05-24 18:00:00,2025-05-24 18:37:14,2.75,ft,A
2025-05-24 17:45:00,2025-05-24 18:37:14,2.77,ft,A
2025-05-24 17:30:00,2025-05-24 18:37:14,2.78,ft,A
2025-05-24 17:15:00,2025-05-24 17:37:11,2.76,ft,A
2025-05-24 17:00:00,2025-05-24 17:37:11,2.72,ft,A
2025-05-24 16:45:00,2025-05-24 17:37:11,2.72,ft,A
2025-05-24 16:30:00,2025-05-24 17:37:11,2.75,ft,A
2025-05-24 16:15:00,2025-05-24 16:37:14,2.74,ft,A
2025-05-24 16:00:00,2025-05-24 16:37:14,2.75,ft,A
2025-05-24 15:45:00,2025-05-24 16:37:14,2.76,ft,A
2025-05-24 15:30:00,2025-05-24 16:37:14,2.75,ft,A
2025-05-24 15:15:00,2025-05-24 15:37:13,2.79,ft,A
2025-05-24 15:00:00,2025-05-24 15:37:13,2.77,ft,A
2025-05-24 14:45:00,2025-05-24 15:37:13,2.81,ft,A
